Chr,start,end,mid,sites,Pi,perc_RAD
II,100001,110000,105042,9745,0.0005,WGS
II,110001,120000,114983,9955,0.0005,WGS
II,120001,130000,124836,9396,0.0005,WGS
II,130001,140000,135042,9897,0.0005,WGS
II,140001,150000,145405,6954,0.0018,WGS
II,150001,160000,155251,8122,0.0003,WGS
II,160001,170000,164807,9321,0.0006,WGS
II,170001,180000,175046,9855,0.0008,WGS
II,180001,190000,185043,9513,0.0008,WGS
II,190001,200000,194782,9150,0.0006,WGS
II,200001,210000,205009,9948,0.0003,WGS
II,210001,220000,215043,6870,0.001,WGS
II,220001,230000,225120,5573,0.002,WGS
II,230001,240000,235814,5230,0.0006,WGS
II,240001,250000,245092,8777,0.0013,WGS
II,250001,260000,255006,9092,0.0007,WGS
II,260001,270000,264580,5558,0.0011,WGS
II,270001,280000,274632,6987,0.0007,WGS
II,280001,290000,284996,7305,0.0003,WGS
II,290001,300000,295246,9451,0.0006,WGS
II,300001,310000,304912,9712,0.0008,WGS
II,310001,320000,313845,6671,0.0008,WGS
II,320001,330000,324870,8102,0.0004,WGS
II,330001,340000,334973,9623,0.0004,WGS
II,340001,350000,345265,5645,0.0006,WGS
II,350001,360000,354682,5834,0.0008,WGS
II,360001,370000,365435,8863,0.0009,WGS
II,370001,380000,375257,8294,0.001,WGS
II,380001,390000,384196,8162,0.0011,WGS
II,390001,400000,396202,6830,0.0017,WGS
II,400001,410000,405006,4515,0.0057,WGS
II,410001,420000,415560,7256,0.0017,WGS
II,420001,430000,424948,9429,0.0026,WGS
II,430001,440000,435465,6791,0.0017,WGS
II,440001,450000,445017,8462,0.0036,WGS
II,450001,460000,454547,5598,0.0047,WGS
II,460001,470000,463682,3162,0.0053,WGS
II,470001,480000,475286,5451,0.0022,WGS
II,480001,490000,485298,8291,0.0034,WGS
II,490001,500000,496080,4857,0.0022,WGS
II,500001,510000,505137,7812,0.0062,WGS
II,510001,520000,514617,7474,0.0046,WGS
II,520001,530000,525064,8173,0.0019,WGS
II,530001,540000,535092,9515,0.0025,WGS
II,540001,550000,544882,9088,0.0016,WGS
II,550001,560000,554512,7582,0.0018,WGS
II,560001,570000,564575,8493,0.0013,WGS
II,570001,580000,575154,8283,0.0025,WGS
II,580001,590000,585020,9304,0.0022,WGS
II,590001,600000,595016,8139,0.0032,WGS
II,600001,610000,605690,6640,0.0017,WGS
II,610001,620000,615056,9723,0.0037,WGS
II,620001,630000,625599,5804,0.0105,WGS
II,630001,640000,634630,7463,0.0047,WGS
II,640001,650000,645271,8985,0.0031,WGS
II,650001,660000,654373,6090,0.0118,WGS
II,660001,670000,665204,9016,0.0049,WGS
II,670001,680000,675094,6941,0.0087,WGS
II,680001,690000,685318,7359,0.0056,WGS
II,690001,700000,694635,6498,0.0132,WGS
II,700001,710000,703726,2762,0.004,WGS
II,710001,720000,714969,7792,0.0023,WGS
II,720001,730000,726313,5644,0.0055,WGS
II,730001,740000,735700,7755,0.0031,WGS
II,740001,750000,744796,8952,0.0023,WGS
II,750001,760000,754784,8156,0.0016,WGS
II,760001,770000,765064,8291,0.0019,WGS
II,770001,780000,774414,6734,0.0029,WGS
II,780001,790000,784968,8260,0.0021,WGS
II,790001,800000,795040,9512,0.0031,WGS
II,800001,810000,804977,9864,0.0023,WGS
II,810001,820000,814998,9957,0.0027,WGS
II,820001,830000,825022,9929,0.0022,WGS
II,830001,840000,834095,7983,0.0026,WGS
II,840001,850000,845872,8172,0.0027,WGS
II,850001,860000,856283,2849,0.0027,WGS
II,860001,870000,864987,9661,0.0042,WGS
II,870001,880000,875083,9625,0.0056,WGS
II,880001,890000,883859,5807,0.0132,WGS
II,890001,900000,894605,2936,0.0168,WGS
II,900001,910000,904969,5216,0.0237,WGS
II,910001,920000,915238,8785,0.016,WGS
II,920001,930000,924878,9594,0.0095,WGS
II,930001,940000,935194,8508,0.0026,WGS
II,940001,950000,945022,9911,0.0016,WGS
II,950001,960000,955000,9941,0.0032,WGS
II,960001,970000,964570,8527,0.0091,WGS
II,970001,980000,974739,8670,0.0053,WGS
II,980001,990000,984296,6452,0.004,WGS
II,990001,1000000,993750,4867,0.0055,WGS
II,1000001,1010000,1001229,2279,0.021,WGS
II,1020001,1030000,1025208,6488,0.0154,WGS
II,1030001,1040000,1034141,4390,0.0118,WGS
II,1040001,1050000,1044760,8282,0.0099,WGS
II,1050001,1060000,1055669,3774,0.0188,WGS
II,1060001,1070000,1063448,1283,0.0303,WGS
II,1070001,1080000,1074118,1826,0.0141,WGS
II,1080001,1090000,1086274,5029,0.0026,WGS
II,1090001,1100000,1095102,8417,0.0025,WGS
II,1100001,1110000,1104678,8176,0.0028,WGS
II,1110001,1120000,1115799,5849,0.0042,WGS
II,1120001,1130000,1124735,6504,0.0018,WGS
II,1130001,1140000,1134277,4448,0.0027,WGS
II,1140001,1150000,1145365,7122,0.0009,WGS
II,1150001,1160000,1154611,8720,0.0025,WGS
II,1160001,1170000,1165483,6884,0.0034,WGS
II,1170001,1180000,1174995,7763,0.0028,WGS
II,1180001,1190000,1184436,6636,0.0029,WGS
II,1190001,1200000,1194698,6646,0.0021,WGS
II,1200001,1210000,1204448,5701,0.002,WGS
II,1210001,1220000,1215470,6201,0.0025,WGS
II,1220001,1230000,1225580,7290,0.0025,WGS
II,1230001,1240000,1235841,7079,0.0028,WGS
II,1240001,1250000,1244918,9208,0.0031,WGS
II,1250001,1260000,1254730,8151,0.0116,WGS
II,1260001,1270000,1264655,5036,0.029,WGS
II,1270001,1280000,1274804,3724,0.0214,WGS
II,1280001,1290000,1284565,5791,0.0239,WGS
II,1290001,1300000,1295363,2076,0.0254,WGS
II,1300001,1310000,1306569,4183,0.0167,WGS
II,1310001,1320000,1314774,7521,0.0023,WGS
II,1320001,1330000,1324560,7170,0.0011,WGS
II,1330001,1340000,1334705,6471,0.001,WGS
II,1340001,1350000,1345676,5643,0.0012,WGS
II,1350001,1360000,1354180,2850,0.0017,WGS
II,1360001,1370000,1365483,5037,0.0028,WGS
II,1370001,1380000,1375061,6618,0.0051,WGS
II,1380001,1390000,1384317,6726,0.007,WGS
II,1390001,1400000,1395092,9750,0.0016,WGS
II,1400001,1410000,1404882,7581,0.0022,WGS
II,1410001,1420000,1414072,4173,0.0046,WGS
II,1420001,1430000,1423717,3681,0.0059,WGS
II,1430001,1440000,1435129,4234,0.0019,WGS
II,1440001,1450000,1443351,6329,0.0026,WGS
II,1460001,1470000,1466280,7084,0.0026,WGS
II,1470001,1480000,1474506,8067,0.0014,WGS
II,1480001,1490000,1485103,8663,0.0035,WGS
II,1490001,1500000,1494129,4863,0.0018,WGS
II,1500001,1510000,1505118,7811,0.0025,WGS
II,1510001,1520000,1514603,7345,0.0033,WGS
II,1520001,1530000,1523547,5011,0.0018,WGS
II,1530001,1540000,1535268,1639,0.0238,WGS
II,1540001,1550000,1549269,1156,0.0459,WGS
II,1550001,1560000,1550948,1131,0.0372,WGS
II,1570001,1580000,1577286,2950,0.0373,WGS
II,1580001,1590000,1584254,3089,0.0451,WGS
II,1590001,1600000,1595623,2323,0.0334,WGS
II,1600001,1610000,1606275,6372,0.0211,WGS
II,1610001,1620000,1612772,3784,0.0252,WGS
II,1620001,1630000,1626499,986,0.0432,WGS
II,1630001,1640000,1638005,3900,0.0108,WGS
II,1640001,1650000,1643595,6540,0.0149,WGS
II,1650001,1660000,1654320,2576,0.0353,WGS
II,1660001,1670000,1666242,6299,0.0135,WGS
II,1670001,1680000,1674627,8931,0.0036,WGS
II,1680001,1690000,1685024,9586,0.0035,WGS
II,1690001,1700000,1695031,9514,0.0025,WGS
II,1700001,1710000,1705111,9607,0.0051,WGS
II,1710001,1720000,1714941,9631,0.0037,WGS
II,1720001,1730000,1725063,9588,0.0034,WGS
II,1730001,1740000,1734980,9906,0.0027,WGS
II,1740001,1750000,1744898,9620,0.0094,WGS
II,1750001,1760000,1756723,3101,0.0294,WGS
II,1760001,1770000,1762048,1857,0.0285,WGS
II,1770001,1780000,1777118,1929,0.0287,WGS
II,1780001,1790000,1783961,3520,0.0423,WGS
II,1790001,1800000,1794219,1791,0.0328,WGS
II,1800001,1810000,1801821,1732,0.0365,WGS
II,1820001,1830000,1823300,1191,0.0354,WGS
II,1830001,1840000,1835771,425,0.035,WGS
II,1930001,1940000,1938655,2489,0.031,WGS
II,1940001,1950000,1945013,6984,0.0179,WGS
II,1950001,1960000,1956126,5104,0.0209,WGS
II,1980001,1990000,1987433,568,0.0263,WGS
II,1990001,2000000,1996546,4033,0.0203,WGS
II,2000001,2010000,2007464,416,0.0073,WGS
II,2010001,2020000,2012250,1970,0.0195,WGS
II,2020001,2030000,2027849,1564,0.0141,WGS
II,2040001,2050000,2045259,194,0.0304,WGS
II,2050001,2060000,2053469,2700,0.0204,WGS
II,2060001,2070000,2065306,3317,0.032,WGS
II,2070001,2080000,2073499,1700,0.0399,WGS
II,2080001,2090000,2086148,161,0.0479,WGS
II,2090001,2100000,2097310,1851,0.044,WGS
II,2100001,2110000,2102872,2927,0.0392,WGS
II,2110001,2120000,2111935,1278,0.0325,WGS
II,2130001,2140000,2136867,939,0.0218,WGS
II,2140001,2150000,2144887,4599,0.0191,WGS
II,2150001,2160000,2153104,3743,0.0213,WGS
II,2160001,2170000,2167371,3912,0.0173,WGS
II,2170001,2180000,2176163,3668,0.0132,WGS
II,2180001,2190000,2184436,6111,0.0121,WGS
II,2190001,2200000,2196348,4851,0.0036,WGS
II,2200001,2210000,2204890,5761,0.0048,WGS
II,2210001,2220000,2215246,7511,0.0039,WGS
II,2220001,2230000,2222691,3338,0.0109,WGS
II,2230001,2240000,2234976,1203,0.0067,WGS
II,2250001,2260000,2256246,862,0.0353,WGS
II,2260001,2270000,2264117,824,0.0492,WGS
II,2290001,2300000,2297084,316,0.0438,WGS
II,2300001,2310000,2301780,835,0.043,WGS
II,2310001,2320000,2315101,755,0.0395,WGS
II,2330001,2340000,2334760,2435,0.0298,WGS
II,2340001,2350000,2346587,503,0.0225,WGS
II,2350001,2360000,2357830,3303,0.0236,WGS
II,2360001,2370000,2361635,1968,0.0165,WGS
II,2370001,2380000,2379746,373,0.0232,WGS
II,2380001,2390000,2381171,646,0.0276,WGS
II,2390001,2400000,2398307,1703,0.0334,WGS
II,2400001,2410000,2406539,5425,0.0175,WGS
II,2410001,2420000,2415083,7525,0.013,WGS
II,2420001,2430000,2424861,3660,0.0227,WGS
II,2430001,2440000,2436350,4158,0.0072,WGS
II,2440001,2450000,2445551,7743,0.0024,WGS
II,2450001,2460000,2455508,6008,0.0042,WGS
II,2460001,2470000,2464670,6022,0.01,WGS
II,2470001,2480000,2474906,2335,0.0115,WGS
II,2480001,2490000,2485740,7182,0.0107,WGS
II,2490001,2500000,2494751,7465,0.0046,WGS
II,2500001,2510000,2503909,5435,0.0064,WGS
II,2510001,2520000,2513740,5101,0.0045,WGS
II,2520001,2530000,2524917,7944,0.0043,WGS
II,2530001,2540000,2535180,2873,0.0147,WGS
II,2540001,2550000,2545568,8057,0.0122,WGS
II,2550001,2560000,2556571,3996,0.0073,WGS
II,2560001,2570000,2562577,3686,0.0091,WGS
II,2570001,2580000,2576594,2878,0.0073,WGS
II,2580001,2590000,2584984,5684,0.0067,WGS
II,2590001,2600000,2594211,608,0.0097,WGS
II,2600001,2610000,2603026,1505,0.0384,WGS
II,2610001,2620000,2615693,5504,0.0047,WGS
II,2620001,2630000,2625228,8178,0.0075,WGS
II,2630001,2640000,2634267,6939,0.0067,WGS
II,2640001,2650000,2644858,9092,0.0156,WGS
II,2650001,2660000,2654913,8149,0.0157,WGS
II,2660001,2670000,2664525,8068,0.0093,WGS
II,2670001,2680000,2675053,9602,0.0049,WGS
II,2680001,2690000,2684786,8378,0.0065,WGS
II,2690001,2700000,2695483,7476,0.0028,WGS
II,2700001,2710000,2705020,9031,0.0034,WGS
II,2710001,2720000,2715481,7869,0.004,WGS
II,2720001,2730000,2724236,7154,0.0028,WGS
II,2730001,2740000,2734913,9485,0.0029,WGS
II,2740001,2750000,2744876,7778,0.0048,WGS
II,2750001,2760000,2755751,7277,0.0037,WGS
II,2760001,2770000,2765016,9113,0.0026,WGS
II,2770001,2780000,2775029,9740,0.0053,WGS
II,2780001,2790000,2784086,7292,0.003,WGS
II,2790001,2800000,2796341,4855,0.0055,WGS
II,2800001,2810000,2804583,5750,0.008,WGS
II,2810001,2820000,2815260,6725,0.0029,WGS
II,2820001,2830000,2824938,8695,0.0049,WGS
II,2830001,2840000,2833546,5547,0.0068,WGS
II,2840001,2850000,2847543,4881,0.003,WGS
II,2850001,2860000,2855272,8555,0.0066,WGS
II,2860001,2870000,2865072,8971,0.0068,WGS
II,2870001,2880000,2874067,2990,0.0055,WGS
II,2880001,2890000,2884037,1961,0.0076,WGS
II,2890001,2900000,2894295,2211,0.0044,WGS
II,2900001,2910000,2904355,1448,0.0058,WGS
II,2910001,2920000,2916922,1070,0.0006,WGS
II,2920001,2930000,2925332,8628,0.0039,WGS
II,2930001,2940000,2934467,7249,0.0024,WGS
II,2940001,2950000,2945001,9715,0.006,WGS
II,2950001,2960000,2955054,7192,0.004,WGS
II,2960001,2970000,2964787,6599,0.003,WGS
II,2970001,2980000,2976235,4893,0.0023,WGS
II,2980001,2990000,2986299,6830,0.0026,WGS
II,2990001,3000000,2994589,6911,0.0023,WGS
II,3000001,3010000,3004772,9179,0.0024,WGS
II,3010001,3020000,3015704,6587,0.0027,WGS
II,3020001,3030000,3024858,7189,0.003,WGS
II,3030001,3040000,3035415,8381,0.004,WGS
II,3040001,3050000,3045162,9272,0.0028,WGS
II,3050001,3060000,3054203,7664,0.0028,WGS
II,3060001,3070000,3061564,2192,0.0029,WGS
II,3070001,3080000,3077968,965,0.0033,WGS
II,3080001,3090000,3086472,4561,0.0036,WGS
II,3090001,3100000,3094683,7382,0.0031,WGS
II,3100001,3110000,3104862,6799,0.0037,WGS
II,3110001,3120000,3115277,8779,0.0021,WGS
II,3120001,3130000,3124913,8946,0.004,WGS
II,3130001,3140000,3134762,7493,0.0035,WGS
II,3140001,3150000,3145201,8403,0.0027,WGS
II,3150001,3160000,3154605,5243,0.0056,WGS
II,3160001,3170000,3169275,1450,0.0037,WGS
II,3170001,3180000,3174019,6787,0.005,WGS
II,3180001,3190000,3185129,6803,0.0059,WGS
II,3190001,3200000,3194933,5083,0.0146,WGS
II,3200001,3210000,3203190,2712,0.0171,WGS
II,3210001,3220000,3214059,1798,0.0393,WGS
II,3220001,3230000,3224081,1001,0.0431,WGS
II,3240001,3250000,3244858,3321,0.0334,WGS
II,3250001,3260000,3255461,7194,0.014,WGS
II,3260001,3270000,3265510,4559,0.0057,WGS
II,3270001,3280000,3275436,6093,0.0024,WGS
II,3280001,3290000,3284320,7666,0.0069,WGS
II,3290001,3300000,3291023,539,0.0259,WGS
II,3300001,3310000,3304794,4413,0.0045,WGS
II,3310001,3320000,3317104,318,0.0188,WGS
II,3320001,3330000,3325633,1468,0.0349,WGS
II,3330001,3340000,3332002,1964,0.0336,WGS
II,3350001,3360000,3350561,529,0.0152,WGS
II,3360001,3370000,3366876,3890,0.0158,WGS
II,3370001,3380000,3375367,4789,0.0094,WGS
II,3380001,3390000,3385438,8255,0.0121,WGS
II,3390001,3400000,3395034,9096,0.0037,WGS
II,3400001,3410000,3405220,9174,0.0091,WGS
II,3410001,3420000,3415430,7893,0.0026,WGS
II,3420001,3430000,3424698,8758,0.0023,WGS
II,3430001,3440000,3434850,9083,0.0014,WGS
II,3440001,3450000,3444653,8518,0.002,WGS
II,3450001,3460000,3455257,7445,0.0025,WGS
II,3460001,3470000,3463836,5911,0.0076,WGS
II,3470001,3480000,3474993,9702,0.0049,WGS
II,3480001,3490000,3482849,3119,0.0091,WGS
II,3490001,3500000,3494513,6086,0.0045,WGS
II,3500001,3510000,3503101,4050,0.0067,WGS
II,3510001,3520000,3515683,8500,0.0022,WGS
II,3520001,3530000,3525196,8396,0.0014,WGS
II,3530001,3540000,3534753,2526,0.0015,WGS
II,3540001,3550000,3546398,4592,0.003,WGS
II,3550001,3560000,3555187,8841,0.0024,WGS
II,3560001,3570000,3565001,9954,0.002,WGS
II,3570001,3580000,3575113,9579,0.0015,WGS
II,3580001,3590000,3583480,6298,0.003,WGS
II,3590001,3600000,3596770,3440,0.0032,WGS
II,3600001,3610000,3605517,8289,0.0017,WGS
II,3610001,3620000,3614574,8841,0.0037,WGS
II,3620001,3630000,3625324,8979,0.0029,WGS
II,3630001,3640000,3635001,9714,0.003,WGS
II,3640001,3650000,3644956,8889,0.0045,WGS
II,3650001,3660000,3655035,9325,0.0034,WGS
II,3660001,3670000,3665144,9128,0.0087,WGS
II,3670001,3680000,3673357,4510,0.0079,WGS
II,3680001,3690000,3685811,3295,0.0324,WGS
II,3690001,3700000,3695372,6782,0.0102,WGS
II,3700001,3710000,3705021,9799,0.0049,WGS
II,3710001,3720000,3714830,9264,0.0055,WGS
II,3720001,3730000,3725575,7591,0.0136,WGS
II,3730001,3740000,3734582,7455,0.0132,WGS
II,3740001,3750000,3744440,7028,0.021,WGS
II,3750001,3760000,3758825,1845,0.011,WGS
II,3760001,3770000,3764730,8912,0.0027,WGS
II,3770001,3780000,3775310,8965,0.0015,WGS
II,3780001,3790000,3785069,9651,0.0013,WGS
II,3790001,3800000,3795131,9621,0.0041,WGS
II,3800001,3810000,3804627,8562,0.0016,WGS
II,3810001,3820000,3815175,8163,0.0055,WGS
II,3820001,3830000,3825609,8322,0.0034,WGS
II,3830001,3840000,3834906,9386,0.0125,WGS
II,3840001,3850000,3844943,9436,0.0059,WGS
II,3850001,3860000,3855059,9692,0.0029,WGS
II,3860001,3870000,3865059,9411,0.0028,WGS
II,3870001,3880000,3874688,7366,0.0166,WGS
II,3880001,3890000,3885150,5535,0.0133,WGS
II,3890001,3900000,3895012,7837,0.0051,WGS
II,3900001,3910000,3905065,9789,0.0057,WGS
II,3910001,3920000,3915021,9043,0.0088,WGS
II,3920001,3930000,3924232,5983,0.0043,WGS
II,3930001,3940000,3935163,7007,0.0044,WGS
II,3940001,3950000,3946305,2556,0.0045,WGS
II,3950001,3960000,3955784,7729,0.003,WGS
II,3960001,3970000,3965522,8459,0.0014,WGS
II,3970001,3980000,3975492,8026,0.0011,WGS
II,3980001,3990000,3984744,7425,0.001,WGS
II,3990001,4000000,3994614,4311,0.0022,WGS
II,4000001,4010000,4004940,7492,0.0008,WGS
II,4010001,4020000,4014709,8642,0.0009,WGS
II,4020001,4030000,4025177,6790,0.0021,WGS
II,4030001,4040000,4034721,8605,0.0021,WGS
II,4040001,4050000,4044631,7165,0.0015,WGS
II,4050001,4060000,4055930,6094,0.0025,WGS
II,4060001,4070000,4064992,9879,0.0019,WGS
II,4070001,4080000,4075061,8837,0.0009,WGS
II,4080001,4090000,4084909,8716,0.0011,WGS
II,4090001,4100000,4094818,9047,0.001,WGS
II,4100001,4110000,4105091,9225,0.0015,WGS
II,4110001,4120000,4115097,7732,0.0011,WGS
II,4120001,4130000,4124943,9108,0.0015,WGS
II,4130001,4140000,4134940,8756,0.0018,WGS
II,4140001,4150000,4144960,9667,0.0015,WGS
II,4150001,4160000,4155097,9627,0.0015,WGS
II,4160001,4170000,4164662,8354,0.002,WGS
II,4170001,4180000,4175086,9747,0.0026,WGS
II,4180001,4190000,4185146,9255,0.001,WGS
II,4190001,4200000,4195038,9696,0.001,WGS
II,4200001,4210000,4205023,9282,0.002,WGS
II,4210001,4220000,4215007,9837,0.0014,WGS
II,4220001,4230000,4225129,8711,0.0015,WGS
II,4230001,4240000,4234827,7138,0.002,WGS
II,4240001,4250000,4246007,5787,0.0014,WGS
II,4250001,4260000,4255026,8334,0.0018,WGS
II,4260001,4270000,4265104,7627,0.003,WGS
II,4270001,4280000,4275178,8954,0.0025,WGS
II,4280001,4290000,4284570,5278,0.0016,WGS
II,4290001,4300000,4295102,6813,0.0016,WGS
II,4300001,4310000,4305332,5117,0.0057,WGS
II,4310001,4320000,4314915,9306,0.0042,WGS
II,4320001,4330000,4324095,6539,0.0026,WGS
II,4330001,4340000,4336021,5272,0.002,WGS
II,4340001,4350000,4344491,4084,0.0008,WGS
II,4350001,4360000,4355152,9590,0.0019,WGS
II,4360001,4370000,4365128,8684,0.0016,WGS
II,4370001,4380000,4374455,7778,0.0008,WGS
II,4380001,4390000,4384821,8581,0.0016,WGS
II,4390001,4400000,4394773,8880,0.0015,WGS
II,4400001,4410000,4405467,8292,0.0011,WGS
II,4410001,4420000,4414917,9600,0.0012,WGS
II,4420001,4430000,4425172,8149,0.0008,WGS
II,4430001,4440000,4435467,8396,0.0042,WGS
II,4440001,4450000,4444384,8074,0.002,WGS
II,4450001,4460000,4454991,9639,0.001,WGS
II,4460001,4470000,4465284,5818,0.001,WGS
II,4470001,4480000,4475163,8702,0.0012,WGS
II,4480001,4490000,4484954,9233,0.0015,WGS
II,4490001,4500000,4494944,9229,0.0018,WGS
II,4500001,4510000,4504859,9130,0.0009,WGS
II,4510001,4520000,4515301,8696,0.0015,WGS
II,4520001,4530000,4524965,9576,0.0011,WGS
II,4530001,4540000,4534913,9333,0.0013,WGS
II,4540001,4550000,4544816,9491,0.0012,WGS
II,4550001,4560000,4554777,7663,0.001,WGS
II,4560001,4570000,4564778,8587,0.0012,WGS
II,4570001,4580000,4575118,8032,0.0026,WGS
II,4580001,4590000,4584793,8312,0.0015,WGS
II,4590001,4600000,4594281,6773,0.0008,WGS
II,4600001,4610000,4605373,8337,0.0008,WGS
II,4610001,4620000,4615017,9735,0.0005,WGS
II,4620001,4630000,4624967,9908,0.0004,WGS
II,4630001,4640000,4634626,8778,0.0005,WGS
II,4640001,4650000,4645336,8146,0.0085,WGS
II,4650001,4660000,4654788,7940,0.0005,WGS
II,4660001,4670000,4665064,9755,0.0009,WGS
II,4670001,4680000,4675031,9334,0.0006,WGS
II,4680001,4690000,4685011,9466,0.0007,WGS
II,4690001,4700000,4695096,9560,0.0006,WGS
II,4700001,4710000,4705065,9720,0.0005,WGS
II,4710001,4720000,4715037,9789,0.0005,WGS
II,4720001,4730000,4724944,9724,0.0024,WGS
II,4730001,4740000,4735126,9454,0.0008,WGS
II,4740001,4750000,4745119,9611,0.001,WGS
II,4750001,4760000,4755011,9857,0.0013,WGS
II,4760001,4770000,4764855,9577,0.0009,WGS
II,4770001,4780000,4775111,9703,0.0011,WGS
II,4780001,4790000,4784993,9738,0.0015,WGS
II,4790001,4800000,4795119,9675,0.0004,WGS
II,4800001,4810000,4804992,9803,0.0007,WGS
II,4810001,4820000,4814978,9781,0.0007,WGS
II,4820001,4830000,4824984,9940,0.0006,WGS
II,4830001,4840000,4834996,9751,0.0015,WGS
II,4840001,4850000,4845036,9817,0.0007,WGS
II,4850001,4860000,4854945,9369,0.0006,WGS
II,4860001,4870000,4865132,9559,0.0012,WGS
II,4870001,4880000,4874970,9530,0.0015,WGS
II,4880001,4890000,4884965,9648,0.0005,WGS
II,4890001,4900000,4894957,9660,0.0023,WGS
II,4900001,4910000,4905129,9442,0.0007,WGS
II,4910001,4920000,4914998,9795,0.0016,WGS
II,4920001,4930000,4924673,8860,0.0017,WGS
II,4930001,4940000,4935031,9250,0.0014,WGS
II,4940001,4950000,4945015,9942,0.0019,WGS
II,4950001,4960000,4955000,9993,0.0006,WGS
II,4960001,4970000,4964889,9551,0.0021,WGS
II,4970001,4980000,4974950,9846,0.0012,WGS
II,4980001,4990000,4985088,9505,0.0008,WGS
II,4990001,5000000,4994979,9910,0.0005,WGS
II,5000001,5010000,5005000,9997,0.0006,WGS
II,5010001,5020000,5014978,9833,0.001,WGS
II,5020001,5030000,5025394,8900,0.0005,WGS
II,5030001,5040000,5035169,9347,0.0007,WGS
II,5040001,5050000,5044946,9321,0.0011,WGS
II,5050001,5060000,5055025,9925,0.0007,WGS
II,5060001,5070000,5065026,9135,0.0006,WGS
II,5070001,5080000,5074875,8691,0.003,WGS
II,5080001,5090000,5084881,9512,0.0008,WGS
II,5090001,5100000,5094839,8647,0.0025,WGS
II,5100001,5110000,5104786,9342,0.0008,WGS
II,5110001,5120000,5114787,9353,0.0007,WGS
II,5120001,5130000,5125157,9364,0.0011,WGS
II,5130001,5140000,5134975,9401,0.0005,WGS
II,5140001,5150000,5144937,9342,0.0046,WGS
II,5150001,5160000,5155308,8959,0.0012,WGS
II,5160001,5170000,5165194,8250,0.0009,WGS
II,5170001,5180000,5174988,9930,0.001,WGS
II,5180001,5190000,5184838,9310,0.0009,WGS
II,5190001,5200000,5194972,9220,0.0018,WGS
II,5200001,5210000,5205006,9982,0.001,WGS
II,5210001,5220000,5214953,9761,0.0011,WGS
II,5220001,5230000,5224925,8961,0.0007,WGS
II,5230001,5240000,5235048,9876,0.0014,WGS
II,5240001,5250000,5245371,9203,0.0014,WGS
II,5250001,5260000,5255125,9014,0.0009,WGS
II,5260001,5270000,5264970,9252,0.0016,WGS
II,5270001,5280000,5275008,9969,0.001,WGS
