scaffold,start,end,mid,sites,pi_all,species,gen_region
X,10860001,10870000,10864864,653,0.0036,elegans,intergenic
X,10890001,10900000,10892066,180,0.0022,elegans,intergenic
X,10900001,10910000,10901807,1573,0.0006,elegans,intergenic
X,10920001,10930000,10920214,377,0.0015,elegans,intergenic
X,10930001,10940000,10933695,904,0.0005,elegans,intergenic
X,10940001,10950000,10944605,459,0.0013,elegans,intergenic
X,10950001,10960000,10952567,487,0.0008,elegans,intergenic
X,10970001,10980000,10973169,670,0.0022,elegans,intergenic
X,10980001,10990000,10980844,842,0.0005,elegans,intergenic
X,10990001,11000000,10991648,467,0.0002,elegans,intergenic
X,11010001,11020000,11015154,472,0.0018,elegans,intergenic
X,11020001,11030000,11026213,457,0.0005,elegans,intergenic
X,11040001,11050000,11045578,1851,0.0022,elegans,intergenic
X,11050001,11060000,11054272,325,0.0008,elegans,intergenic
X,11070001,11080000,11078150,364,0.0007,elegans,intergenic
X,11090001,11100000,11096651,1318,0.0031,elegans,intergenic
X,11100001,11110000,11103777,1404,0.0008,elegans,intergenic
X,11120001,11130000,11126732,528,0.0003,elegans,intergenic
X,11130001,11140000,11130172,344,0.0,elegans,intergenic
X,11140001,11150000,11141104,449,0.0009,elegans,intergenic
X,11150001,11160000,11156700,646,0.0004,elegans,intergenic
X,11220001,11230000,11228258,614,0.0016,elegans,intergenic
X,11240001,11250000,11247320,1341,0.0021,elegans,intergenic
X,11250001,11260000,11255529,431,0.002,elegans,intergenic
X,11260001,11270000,11269514,491,0.0002,elegans,intergenic
X,11270001,11280000,11276724,1318,0.0007,elegans,intergenic
X,11290001,11300000,11293647,651,0.0029,elegans,intergenic
X,11300001,11310000,11306848,617,0.0009,elegans,intergenic
X,11310001,11320000,11316756,551,0.0016,elegans,intergenic
X,11320001,11330000,11327566,434,0.0019,elegans,intergenic
X,11330001,11340000,11338039,311,0.0023,elegans,intergenic
X,11350001,11360000,11357245,301,0.0023,elegans,intergenic
X,11360001,11370000,11364234,365,0.0015,elegans,intergenic
X,11370001,11380000,11379815,370,0.0011,elegans,intergenic
X,11400001,11410000,11407230,531,0.0006,elegans,intergenic
X,11420001,11430000,11420270,390,0.0002,elegans,intergenic
X,11450001,11460000,11457664,461,0.0014,elegans,intergenic
X,11460001,11470000,11464141,1214,0.002,elegans,intergenic
X,11480001,11490000,11487783,1185,0.0008,elegans,intergenic
X,11490001,11500000,11490634,279,0.0,elegans,intergenic
X,11510001,11520000,11519518,464,0.0009,elegans,intergenic
X,11520001,11530000,11522398,377,0.0008,elegans,intergenic
X,11540001,11550000,11544356,829,0.0005,elegans,intergenic
X,11550001,11560000,11552938,1634,0.0024,elegans,intergenic
X,11560001,11570000,11563979,562,0.0002,elegans,intergenic
X,11570001,11580000,11570950,499,0.0026,elegans,intergenic
X,11580001,11590000,11585500,350,0.0011,elegans,intergenic
X,11590001,11600000,11596437,1264,0.0005,elegans,intergenic
X,11610001,11620000,11612388,1331,0.0019,elegans,intergenic
X,11620001,11630000,11629074,585,0.0009,elegans,intergenic
X,11630001,11640000,11638561,768,0.0016,elegans,intergenic
X,11640001,11650000,11642713,1225,0.0007,elegans,intergenic
X,11650001,11660000,11654996,883,0.0022,elegans,intergenic
X,11660001,11670000,11663431,794,0.0001,elegans,intergenic
X,11680001,11690000,11684092,454,0.0019,elegans,intergenic
X,11690001,11700000,11698903,481,0.0009,elegans,intergenic
X,11700001,11710000,11704210,1857,0.0019,elegans,intergenic
X,11710001,11720000,11716341,2134,0.0011,elegans,intergenic
X,11720001,11730000,11722345,794,0.002,elegans,intergenic
X,11730001,11740000,11738596,299,0.0015,elegans,intergenic
X,11740001,11750000,11741923,1616,0.0012,elegans,intergenic
X,11750001,11760000,11757472,414,0.001,elegans,intergenic
X,11770001,11780000,11776776,1825,0.0017,elegans,intergenic
X,11780001,11790000,11788077,1809,0.0177,elegans,intergenic
X,11790001,11800000,11793481,312,0.0046,elegans,intergenic
X,11810001,11820000,11817923,721,0.0013,elegans,intergenic
X,11820001,11830000,11822488,436,0.0014,elegans,intergenic
X,11830001,11840000,11838764,406,0.0004,elegans,intergenic
X,11840001,11850000,11845189,852,0.0019,elegans,intergenic
X,11850001,11860000,11852982,934,0.0008,elegans,intergenic
X,11860001,11870000,11867565,455,0.0002,elegans,intergenic
X,11870001,11880000,11873958,907,0.0014,elegans,intergenic
X,11890001,11900000,11899550,388,0.0002,elegans,intergenic
X,11910001,11920000,11912308,906,0.0015,elegans,intergenic
X,11930001,11940000,11939210,483,0.0005,elegans,intergenic
X,11940001,11950000,11945564,653,0.0017,elegans,intergenic
X,11950001,11960000,11953837,181,0.0039,elegans,intergenic
X,11980001,11990000,11985198,540,0.0005,elegans,intergenic
X,11990001,12000000,11993888,835,0.0017,elegans,intergenic
X,12000001,12010000,12007680,509,0.0005,elegans,intergenic
X,12010001,12020000,12011345,890,0.0012,elegans,intergenic
X,12030001,12040000,12037928,1321,0.0035,elegans,intergenic
X,12040001,12050000,12040875,944,0.0103,elegans,intergenic
X,12050001,12060000,12059776,449,0.0,elegans,intergenic
X,12060001,12070000,12063119,537,0.0022,elegans,intergenic
X,12090001,12100000,12096612,1388,0.0017,elegans,intergenic
X,12100001,12110000,12103442,900,0.002,elegans,intergenic
X,12110001,12120000,12115932,607,0.0021,elegans,intergenic
X,12140001,12150000,12146258,509,0.0015,elegans,intergenic
X,12150001,12160000,12154874,449,0.0059,elegans,intergenic
X,12160001,12170000,12163195,1156,0.0011,elegans,intergenic
X,12170001,12180000,12175503,939,0.0019,elegans,intergenic
X,12180001,12190000,12184569,1732,0.0013,elegans,intergenic
X,12190001,12200000,12196196,2209,0.0011,elegans,intergenic
X,12210001,12220000,12214164,406,0.0025,elegans,intergenic
X,12240001,12250000,12247942,445,0.0,elegans,intergenic
X,12250001,12260000,12250936,369,0.0017,elegans,intergenic
X,12280001,12290000,12282729,757,0.0017,elegans,intergenic
X,12290001,12300000,12297645,617,0.0017,elegans,intergenic
X,12310001,12320000,12312315,774,0.011,elegans,intergenic
X,12320001,12330000,12325075,731,0.0,elegans,intergenic
X,12330001,12340000,12331330,465,0.0007,elegans,intergenic
X,12340001,12350000,12344617,1389,0.0022,elegans,intergenic
X,12350001,12360000,12359403,509,0.0014,elegans,intergenic
X,12360001,12370000,12365423,528,0.0006,elegans,intergenic
X,12370001,12380000,12379599,443,0.0015,elegans,intergenic
X,12380001,12390000,12384555,2327,0.0021,elegans,intergenic
X,12410001,12420000,12418781,858,0.0008,elegans,intergenic
X,12420001,12430000,12426427,936,0.0016,elegans,intergenic
X,12430001,12440000,12431695,545,0.0017,elegans,intergenic
X,12440001,12450000,12448185,392,0.0036,elegans,intergenic
X,12460001,12470000,12464817,923,0.0003,elegans,intergenic
X,12490001,12500000,12495852,847,0.0027,elegans,intergenic
X,12500001,12510000,12502836,697,0.003,elegans,intergenic
X,12520001,12530000,12527632,904,0.0012,elegans,intergenic
X,12530001,12540000,12532756,1010,0.0018,elegans,intergenic
X,12550001,12560000,12559669,662,0.0003,elegans,intergenic
X,12560001,12570000,12568409,1920,0.0007,elegans,intergenic
X,12570001,12580000,12574103,449,0.0016,elegans,intergenic
X,12590001,12600000,12593228,1747,0.0005,elegans,intergenic
X,12600001,12610000,12603015,1639,0.0037,elegans,intergenic
X,12610001,12620000,12612222,1317,0.0036,elegans,intergenic
X,12630001,12640000,12636704,1383,0.0014,elegans,intergenic
X,12640001,12650000,12642415,588,0.001,elegans,intergenic
X,12650001,12660000,12657174,223,0.0011,elegans,intergenic
X,12660001,12670000,12661623,368,0.0,elegans,intergenic
X,12670001,12680000,12675603,2019,0.0036,elegans,intergenic
X,12810001,12820000,12815374,962,0.0012,elegans,intergenic
X,12820001,12830000,12828222,1712,0.0014,elegans,intergenic
X,12830001,12840000,12834921,899,0.0033,elegans,intergenic
X,12840001,12850000,12841715,454,0.0008,elegans,intergenic
X,12850001,12860000,12859817,367,0.0002,elegans,intergenic
X,12870001,12880000,12870701,1102,0.0012,elegans,intergenic
X,12880001,12890000,12880580,295,0.0024,elegans,intergenic
X,12890001,12900000,12899080,410,0.0031,elegans,intergenic
X,12900001,12910000,12903516,1323,0.002,elegans,intergenic
X,12930001,12940000,12935473,428,0.0008,elegans,intergenic
X,12940001,12950000,12942126,760,0.0017,elegans,intergenic
X,12950001,12960000,12952199,421,0.0016,elegans,intergenic
X,12960001,12970000,12963058,883,0.0006,elegans,intergenic
X,13000001,13010000,13005555,1762,0.0022,elegans,intergenic
X,13040001,13050000,13044262,1990,0.0008,elegans,intergenic
X,13060001,13070000,13063432,202,0.0004,elegans,intergenic
X,13070001,13080000,13077548,916,0.0045,elegans,intergenic
X,13090001,13100000,13090376,445,0.0025,elegans,intergenic
X,13100001,13110000,13105417,870,0.0015,elegans,intergenic
X,13120001,13130000,13125240,584,0.0019,elegans,intergenic
X,13130001,13140000,13134365,329,0.0014,elegans,intergenic
X,13170001,13180000,13174543,1395,0.0008,elegans,intergenic
X,13180001,13190000,13180804,921,0.0019,elegans,intergenic
X,13190001,13200000,13198539,1101,0.0007,elegans,intergenic
X,13210001,13220000,13216917,355,0.0005,elegans,intergenic
X,13220001,13230000,13225501,484,0.002,elegans,intergenic
X,13230001,13240000,13233991,227,0.0,elegans,intergenic
X,13240001,13250000,13243291,628,0.0035,elegans,intergenic
X,13250001,13260000,13251294,844,0.0005,elegans,intergenic
X,13270001,13280000,13271283,841,0.0014,elegans,intergenic
X,13280001,13290000,13285876,179,0.0005,elegans,intergenic
X,13290001,13300000,13295096,1465,0.0022,elegans,intergenic
X,13300001,13310000,13302408,313,0.0043,elegans,intergenic
X,13310001,13320000,13311910,300,0.0,elegans,intergenic
X,13320001,13330000,13321287,821,0.0013,elegans,intergenic
X,13330001,13340000,13336953,284,0.0027,elegans,intergenic
X,13340001,13350000,13349074,480,0.0007,elegans,intergenic
X,13350001,13360000,13351897,480,0.0009,elegans,intergenic
X,13360001,13370000,13369797,407,0.0008,elegans,intergenic
X,13370001,13380000,13378152,496,0.0019,elegans,intergenic
X,13380001,13390000,13382983,666,0.0017,elegans,intergenic
X,13400001,13410000,13400371,437,0.0009,elegans,intergenic
X,13410001,13420000,13415784,432,0.0009,elegans,intergenic
X,13420001,13430000,13428128,849,0.0014,elegans,intergenic
X,13430001,13440000,13433784,1304,0.0017,elegans,intergenic
X,13440001,13450000,13445988,1326,0.0031,elegans,intergenic
X,13460001,13470000,13464961,447,0.0027,elegans,intergenic
X,13470001,13480000,13473326,525,0.0016,elegans,intergenic
X,13480001,13490000,13485617,866,0.0017,elegans,intergenic
X,13500001,13510000,13506755,850,0.0008,elegans,intergenic
X,13510001,13520000,13514684,1061,0.0015,elegans,intergenic
X,13520001,13530000,13528958,260,0.0009,elegans,intergenic
X,13530001,13540000,13537514,1016,0.0011,elegans,intergenic
X,13550001,13560000,13558425,426,0.0036,elegans,intergenic
X,13560001,13570000,13562596,968,0.0004,elegans,intergenic
X,13570001,13580000,13574777,1918,0.0013,elegans,intergenic
X,13610001,13620000,13615977,828,0.0006,elegans,intergenic
X,13630001,13640000,13634685,886,0.001,elegans,intergenic
X,13650001,13660000,13655407,1037,0.0006,elegans,intergenic
X,13660001,13670000,13666923,715,0.0017,elegans,intergenic
X,13670001,13680000,13674688,475,0.0009,elegans,intergenic
X,13680001,13690000,13683916,452,0.0061,elegans,intergenic
X,13690001,13700000,13696479,700,0.0003,elegans,intergenic
X,13700001,13710000,13704836,1324,0.0008,elegans,intergenic
X,13710001,13720000,13713971,1425,0.001,elegans,intergenic
X,13720001,13730000,13724472,380,0.0014,elegans,intergenic
X,13730001,13740000,13736669,1405,0.0016,elegans,intergenic
X,13740001,13750000,13743667,1882,0.0005,elegans,intergenic
X,13750001,13760000,13755583,371,0.0013,elegans,intergenic
X,13770001,13780000,13774428,2147,0.0009,elegans,intergenic
X,13780001,13790000,13782089,502,0.0019,elegans,intergenic
X,13810001,13820000,13811866,1138,0.0007,elegans,intergenic
X,13820001,13830000,13826413,1060,0.0014,elegans,intergenic
X,13830001,13840000,13832009,789,0.0003,elegans,intergenic
X,13840001,13850000,13846079,1195,0.0005,elegans,intergenic
X,13850001,13860000,13852749,309,0.0035,elegans,intergenic
X,13880001,13890000,13884147,1323,0.001,elegans,intergenic
X,13890001,13900000,13894817,2582,0.002,elegans,intergenic
X,13900001,13910000,13906126,1162,0.002,elegans,intergenic
X,13910001,13920000,13914714,183,0.0025,elegans,intergenic
X,13920001,13930000,13920587,403,0.0011,elegans,intergenic
X,13930001,13940000,13932488,1326,0.0018,elegans,intergenic
X,13940001,13950000,13944849,1215,0.0008,elegans,intergenic
X,13950001,13960000,13957986,840,0.0006,elegans,intergenic
X,13970001,13980000,13977312,171,0.0,elegans,intergenic
X,13980001,13990000,13982478,464,0.0013,elegans,intergenic
X,13990001,14000000,13995941,368,0.0002,elegans,intergenic
X,14000001,14010000,14001400,485,0.0021,elegans,intergenic
X,14010001,14020000,14017617,1435,0.0011,elegans,intergenic
X,14020001,14030000,14024897,1592,0.0024,elegans,intergenic
X,14040001,14050000,14043184,1041,0.0012,elegans,intergenic
X,14070001,14080000,14078864,378,0.0005,elegans,intergenic
X,14090001,14100000,14094858,1580,0.0037,elegans,intergenic
X,14100001,14110000,14101053,685,0.0035,elegans,intergenic
X,14120001,14130000,14126494,421,0.0044,elegans,intergenic
X,14140001,14150000,14146919,889,0.0006,elegans,intergenic
X,14150001,14160000,14155636,1731,0.0065,elegans,intergenic
X,14180001,14190000,14188576,855,0.0022,elegans,intergenic
X,14190001,14200000,14194339,911,0.0019,elegans,intergenic
X,14200001,14210000,14209010,441,0.0021,elegans,intergenic
X,14210001,14220000,14213299,1073,0.0047,elegans,intergenic
X,14220001,14230000,14223792,630,0.0051,elegans,intergenic
X,14240001,14250000,14244376,435,0.0027,elegans,intergenic
X,14260001,14270000,14263259,411,0.0011,elegans,intergenic
X,14280001,14290000,14283024,958,0.001,elegans,intergenic
X,14290001,14300000,14296951,416,0.0016,elegans,intergenic
X,14310001,14320000,14313236,442,0.0011,elegans,intergenic
X,14330001,14340000,14330534,677,0.001,elegans,intergenic
X,14340001,14350000,14344642,449,0.0024,elegans,intergenic
X,14370001,14380000,14375155,398,0.0065,elegans,intergenic
X,14390001,14400000,14396522,577,0.0027,elegans,intergenic
X,14400001,14410000,14403837,1425,0.0014,elegans,intergenic
X,14430001,14440000,14435879,748,0.002,elegans,intergenic
X,14440001,14450000,14444943,1093,0.0064,elegans,intergenic
X,14450001,14460000,14458131,892,0.0034,elegans,intergenic
X,14460001,14470000,14466917,2041,0.0023,elegans,intergenic
X,14470001,14480000,14474730,986,0.0067,elegans,intergenic
X,14510001,14520000,14511134,226,0.0023,elegans,intergenic
X,14520001,14530000,14524135,1202,0.0025,elegans,intergenic
X,14540001,14550000,14546536,1409,0.0017,elegans,intergenic
X,14560001,14570000,14565380,2149,0.0011,elegans,intergenic
X,14600001,14610000,14609225,415,0.001,elegans,intergenic
X,14610001,14620000,14611039,419,0.0004,elegans,intergenic
X,14620001,14630000,14625264,373,0.0005,elegans,intergenic
X,14630001,14640000,14638578,991,0.0017,elegans,intergenic
X,14640001,14650000,14645628,428,0.0011,elegans,intergenic
X,14660001,14670000,14663448,410,0.0015,elegans,intergenic
X,14690001,14700000,14694595,701,0.0035,elegans,intergenic
X,14720001,14730000,14729745,481,0.0021,elegans,intergenic
X,14730001,14740000,14731098,416,0.0023,elegans,intergenic
X,14740001,14750000,14746517,529,0.0012,elegans,intergenic
X,14750001,14760000,14752703,941,0.0022,elegans,intergenic
X,14780001,14790000,14785954,784,0.0013,elegans,intergenic
X,14820001,14830000,14825411,436,0.0015,elegans,intergenic
X,14840001,14850000,14841058,436,0.0026,elegans,intergenic
X,14860001,14870000,14866004,1042,0.0008,elegans,intergenic
X,14880001,14890000,14880671,773,0.0014,elegans,intergenic
X,14910001,14920000,14916801,945,0.0016,elegans,intergenic
X,14930001,14940000,14932995,1103,0.0007,elegans,intergenic
X,14950001,14960000,14957871,1349,0.0008,elegans,intergenic
X,14980001,14990000,14981379,575,0.0016,elegans,intergenic
X,14990001,15000000,14995513,742,0.0009,elegans,intergenic
X,15000001,15010000,15004685,1816,0.002,elegans,intergenic
X,15010001,15020000,15014313,1275,0.0019,elegans,intergenic
X,15020001,15030000,15023318,841,0.0013,elegans,intergenic
X,15040001,15050000,15041462,440,0.0013,elegans,intergenic
X,15050001,15060000,15053419,711,0.0015,elegans,intergenic
X,15060001,15070000,15065507,1229,0.0012,elegans,intergenic
X,15070001,15080000,15079220,891,0.0002,elegans,intergenic
X,15080001,15090000,15087442,521,0.0003,elegans,intergenic
X,15090001,15100000,15095208,269,0.0003,elegans,intergenic
X,15100001,15110000,15100926,450,0.0013,elegans,intergenic
X,15140001,15150000,15148531,427,0.0008,elegans,intergenic
X,15150001,15160000,15154877,2546,0.0017,elegans,intergenic
X,15160001,15170000,15168511,425,0.0006,elegans,intergenic
X,15180001,15190000,15187484,1192,0.0011,elegans,intergenic
X,15190001,15200000,15195793,178,0.001,elegans,intergenic
X,15200001,15210000,15202406,1207,0.0022,elegans,intergenic
X,15210001,15220000,15217927,318,0.003,elegans,intergenic
X,15220001,15230000,15222120,807,0.0021,elegans,intergenic
X,15250001,15260000,15256521,1020,0.0014,elegans,intergenic
X,15280001,15290000,15282898,434,0.0,elegans,intergenic
X,15300001,15310000,15305246,835,0.001,elegans,intergenic
X,15320001,15330000,15322805,635,0.0042,elegans,intergenic
X,15330001,15340000,15334875,807,0.0025,elegans,intergenic
X,15340001,15350000,15347931,1434,0.0024,elegans,intergenic
X,15380001,15390000,15381410,165,0.0061,elegans,intergenic
X,15390001,15400000,15394781,746,0.0018,elegans,intergenic
X,15400001,15410000,15405570,792,0.0009,elegans,intergenic
X,15410001,15420000,15419574,418,0.0031,elegans,intergenic
X,15420001,15430000,15427862,876,0.0044,elegans,intergenic
X,15440001,15450000,15443148,1002,0.0023,elegans,intergenic
X,15450001,15460000,15457003,1326,0.002,elegans,intergenic
X,15460001,15470000,15462923,1225,0.0017,elegans,intergenic
X,15470001,15480000,15478715,280,0.0,elegans,intergenic
X,15480001,15490000,15487295,308,0.0007,elegans,intergenic
X,15500001,15510000,15505605,264,0.0012,elegans,intergenic
X,15520001,15530000,15526341,869,0.0009,elegans,intergenic
X,15530001,15540000,15533699,2067,0.001,elegans,intergenic
X,15550001,15560000,15559386,469,0.0022,elegans,intergenic
X,15560001,15570000,15564784,1019,0.0018,elegans,intergenic
X,15570001,15580000,15574734,435,0.0006,elegans,intergenic
X,15590001,15600000,15596140,599,0.0039,elegans,intergenic
X,15600001,15610000,15603980,492,0.0021,elegans,intergenic
X,15610001,15620000,15610837,427,0.0024,elegans,intergenic
X,15620001,15630000,15626978,407,0.0006,elegans,intergenic
X,15630001,15640000,15637211,313,0.0023,elegans,intergenic
X,15650001,15660000,15656886,1219,0.0012,elegans,intergenic
X,15660001,15670000,15662787,1633,0.0017,elegans,intergenic
X,15680001,15690000,15688364,734,0.0102,elegans,intergenic
X,15710001,15720000,15717462,373,0.0005,elegans,intergenic
X,15720001,15730000,15723276,710,0.0017,elegans,intergenic
X,15740001,15750000,15741352,239,0.0018,elegans,intergenic
